time_s,time_us,time_steady,num_ch,svid_0,flags_0,quality_0,cno_0,svid_1,flags_1,quality_1,cno_1,svid_2,flags_2,quality_2,cno_2,svid_3,flags_3,quality_3,cno_3,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656912285,361000,5630188,16,31,4,4,29,11,4,4,24,12,12,4,24,6,4,4,24,18,11,0,2022-07-04T08:24:45,2920,48.67268333333333,2919215,48.65358333333334,17614.314654703252,8036.864344637947
1656912286,380000,5631208,16,25,12,4,29,31,4,4,28,20,4,4,24,6,4,4,23,47,11,0,2022-07-04T08:24:46,2921,48.68966666666667,2920235,48.67058333333333,17618.01966480007,8032.194317140237
1656912287,350000,5632177,16,25,12,4,28,31,4,4,28,20,4,4,24,29,4,4,23,75,11,0,2022-07-04T08:24:47,2922,48.70583333333333,2921204,48.686733333333336,17624.72069040294,8023.760769800149
1656912288,370000,5633197,16,25,12,4,28,31,4,4,28,20,4,4,24,29,4,4,23,104,11,0,2022-07-04T08:24:48,2923,48.722833333333334,2922224,48.70373333333334,17631.69856366773,8014.985906387382
1656912289,339000,5634166,16,19,12,2,29,25,12,4,27,31,4,4,26,29,4,4,23,132,11,0,2022-07-04T08:24:49,2924,48.73898333333333,2923193,48.719883333333335,17638.09693989285,8006.944526408971
1656912290,360000,5635187,16,25,12,4,27,31,4,4,26,20,4,4,25,29,4,4,22,161,11,0,2022-07-04T08:24:50,2925,48.756,2924214,48.7369,17640.49767572938,8003.931838300384
1656912291,331000,5636158,16,25,12,4,27,12,12,4,25,20,4,4,24,31,4,4,24,189,11,0,2022-07-04T08:24:51,2926,48.77218333333334,2925185,48.75308333333333,17642.780843699285,8001.066686338153
1656912292,352000,5637179,16,25,12,4,27,11,4,4,24,20,4,4,24,31,4,4,22,218,11,0,2022-07-04T08:24:52,2927,48.7892,2926206,48.7701,17645.629923038457,7997.492395437263
1656912293,373000,5638200,16,25,12,4,26,11,4,4,24,20,4,4,23,6,4,4,20,246,11,0,2022-07-04T08:24:53,2928,48.806216666666664,2927227,48.78711666666666,17649.089148251318,7993.154445462878
1656912294,344000,5639171,16,12,12,4,26,25,12,4,26,20,4,4,24,6,4,4,22,17,11,0,2022-07-04T08:24:54,2929,48.8224,2928198,48.8033,17655.484350832092,7985.144362969752
1656912295,365000,5640192,16,12,12,4,26,25,12,4,26,20,4,4,23,6,4,4,22,45,11,0,2022-07-04T08:24:55,2930,48.839416666666665,2929219,48.82031666666667,17659.486257863024,7980.132578819726
1656912296,336000,5641163,16,12,12,4,27,25,12,4,27,20,4,4,24,6,4,4,22,72,11,0,2022-07-04T08:24:56,2931,48.855599999999995,2930190,48.8365,17664.165703125,7974.280000000002
1656912297,357000,5642184,16,25,12,4,26,11,4,4,24,20,4,4,23,6,4,4,20,100,11,0,2022-07-04T08:24:57,2932,48.872616666666666,2931211,48.853516666666664,17669.391946875,7967.7456
1656912298,376000,5643204,16,25,12,4,26,11,4,4,23,20,4,4,22,6,4,4,19,128,11,0,2022-07-04T08:24:58,2933,48.8896,2932231,48.87051666666667,17674.29171138107,7961.627976190474
1656912299,346000,5644173,16,25,12,4,26,20,4,4,23,31,4,4,18,6,4,4,19,155,11,0,2022-07-04T08:24:59,2934,48.905766666666665,2933200,48.88666666666666,17678.91700470753,7955.854166666666
1656912300,365000,5645193,16,25,12,4,27,11,4,4,23,20,4,4,23,31,4,4,21,183,11,0,2022-07-04T08:25:00,2935,48.92274999999999,2934220,48.903666666666666,17682.050036939137,7951.946149938312
1656912301,335000,5646162,15,25,12,4,26,12,12,4,25,20,4,4,23,31,4,4,23,210,11,0,2022-07-04T08:25:01,2936,48.938916666666664,2935189,48.91981666666666,17684.933427259966,7948.352337305226
1656912307,352000,5652179,16,31,4,4,28,2,12,4,27,11,4,4,24,12,12,4,23,125,11,0,2022-07-04T08:25:07,2942,49.0392,2941206,49.0201,17712.519665047887,7914.042688548774
1656912308,372000,5653199,16,31,4,4,28,2,12,4,26,11,4,4,25,12,12,4,24,154,11,0,2022-07-04T08:25:08,2943,49.0562,2942226,49.0371,17717.448703547103,7907.929835884197
1656912309,341000,5654168,16,31,4,4,28,2,12,4,26,11,4,4,25,12,12,4,23,182,11,0,2022-07-04T08:25:09,2944,49.07235,2943195,49.053250000000006,17721.64031242839,7902.731622364803
1656912310,311000,5655138,14,31,4,4,32,2,12,4,27,11,4,4,26,12,12,4,24,210,11,0,2022-07-04T08:25:10,2945,49.08851666666667,2944165,49.06941666666667,17723.149593573235,7900.860678779568
1656912311,381000,5656208,16,31,4,4,31,2,12,4,27,11,4,4,26,12,12,4,26,240,11,0,2022-07-04T08:25:11,2946,49.10635,2945235,49.087250000000004,17727.888101136654,7894.991635241688
1656912312,350000,5657177,16,31,4,4,31,2,12,4,27,11,4,4,25,20,4,4,24,12,11,0,2022-07-04T08:25:12,2947,49.122499999999995,2946204,49.1034,17726.358081211332,7896.8875343721365
1656912313,369000,5658197,16,31,4,4,30,2,12,4,27,12,12,4,26,20,4,4,24,41,11,0,2022-07-04T08:25:13,2948,49.13948333333334,2947224,49.120400000000004,17729.15842941688,7893.429671832267
1656912314,388000,5659215,16,25,12,4,28,2,12,4,27,31,4,4,27,12,12,4,25,70,11,0,2022-07-04T08:25:14,2949,49.15646666666667,2948242,49.13736666666667,17739.298283493332,7880.889562443029
1656912315,345000,5660172,16,31,4,4,28,25,12,4,26,12,12,4,24,6,4,4,24,94,11,0,2022-07-04T08:25:15,2950,49.17241666666666,2949199,49.15331666666667,17747.256484529804,7871.05257595773
1656912316,364000,5661191,16,31,4,4,29,11,4,4,24,12,12,4,22,20,4,4,22,123,11,0,2022-07-04T08:25:16,2951,49.1894,2950218,49.1703,17752.349065750906,7864.770761778952
1656912317,333000,5662160,16,31,4,4,29,11,4,4,25,12,12,4,23,20,4,4,23,151,11,0,2022-07-04T08:25:17,2952,49.20555,2951187,49.18645,17757.12545376791,7858.879132990448
1656912318,352000,5663179,16,31,4,4,29,11,4,4,25,29,4,4,25,5,4,1,0,180,11,0,2022-07-04T08:25:18,2953,49.22253333333333,2952206,49.20343333333334,17760.164180462434,7855.135562086701
1656912319,371000,5664198,16,25,12,4,30,31,4,4,30,20,4,4,25,29,4,4,25,209,11,0,2022-07-04T08:25:19,2954,49.23951666666667,2953225,49.220416666666665,17763.64141819731,7850.853280141843
1656912320,341000,5665168,16,31,4,4,30,20,4,4,26,29,4,4,25,6,4,4,25,237,11,0,2022-07-04T08:25:20,2955,49.25568333333333,2954195,49.236583333333336,17767.20156572239,7846.470669110908
1656912321,363000,5666191,16,31,4,4,31,11,4,4,26,20,4,4,26,6,4,4,26,10,11,0,2022-07-04T08:25:21,2956,49.27271666666666,2955218,49.25363333333333,17772.102237988413,7840.44451137885
1656912322,385000,5667213,16,31,4,5,31,11,4,4,26,20,4,4,26,6,4,4,26,39,11,0,2022-07-04T08:25:22,2957,49.289750000000005,2956240,49.27066666666666,17778.212753327876,7832.935444191343
1656912323,354000,5668182,16,25,12,4,28,31,4,4,27,20,4,4,25,29,4,4,25,67,11,0,2022-07-04T08:25:23,2958,49.305899999999994,2957209,49.28681666666667,17782.888585296838,7827.196492027337
1656912324,373000,5669201,16,25,12,4,27,31,4,4,27,20,4,4,23,6,4,4,23,96,11,0,2022-07-04T08:25:24,2959,49.32288333333334,2958228,49.3038,17787.805688265234,7821.161412300684
1656912328,347000,5673175,16,31,4,4,30,29,4,4,26,12,12,3,25,6,4,4,24,210,11,0,2022-07-04T08:25:28,2963,49.38911666666667,2962202,49.37003333333334,17803.63758871528,7801.767822222221
1656912329,367000,5674194,16,31,4,4,30,29,4,4,28,12,12,3,26,6,4,4,25,239,11,0,2022-07-04T08:25:29,2964,49.40611666666667,2963221,49.38701666666667,17808.980299395622,7795.23409715857
1656912330,336000,5675163,16,31,4,4,30,29,4,4,28,20,4,4,24,6,4,4,25,11,11,0,2022-07-04T08:25:30,2965,49.422266666666665,2964190,49.40316666666667,17811.95302725424,7791.601741521541
1656912331,355000,5676182,16,31,4,4,30,11,4,4,26,12,12,4,26,27,4,3,26,40,11,0,2022-07-04T08:25:31,2966,49.43925,2965209,49.42015,17815.809536997273,7786.891592562651
1656912332,374000,5677201,16,31,4,5,31,20,4,4,27,29,4,4,25,6,4,4,26,69,11,0,2022-07-04T08:25:32,2967,49.45623333333333,2966228,49.437133333333335,17821.884819939874,7779.477687954731
1656912333,343000,5678170,15,31,4,4,31,25,12,4,27,20,4,4,26,6,4,4,25,97,11,0,2022-07-04T08:25:33,2968,49.47238333333333,2967197,49.45328333333334,17828.35958488355,7771.58542713568
1656912334,362000,5679189,16,31,4,4,28,25,12,4,26,20,4,4,25,6,4,4,24,126,11,0,2022-07-04T08:25:34,2969,49.48936666666667,2968216,49.47026666666667,17834.803939949405,7763.733873405477
1656912335,331000,5680158,16,31,4,4,28,25,12,4,26,20,4,4,23,6,4,4,24,154,11,0,2022-07-04T08:25:35,2970,49.50551666666667,2969185,49.48641666666666,17839.13578251107,7758.461519859741
1656912336,350000,5681177,16,31,4,4,27,25,12,4,26,29,4,4,23,6,4,4,24,183,11,0,2022-07-04T08:25:36,2971,49.5225,2970204,49.503400000000006,17843.144027888713,7753.586368477103
1656912337,318000,5682146,15,31,4,4,28,11,4,4,26,12,12,4,22,6,4,4,24,211,11,0,2022-07-04T08:25:37,2972,49.53863333333334,2971173,49.519549999999995,17846.53668297391,7749.462832800851
1656912338,337000,5683164,15,31,4,4,28,4,4,2,25,11,4,4,25,6,4,4,24,240,11,0,2022-07-04T08:25:38,2973,49.555616666666666,2972191,49.536516666666664,17849.792449127104,7745.507746790615
1656912339,356000,5684183,15,11,4,3,30,31,4,4,28,20,4,4,23,6,4,4,25,13,11,0,2022-07-04T08:25:39,2974,49.5726,2973210,49.5535,17852.850877430556,7741.793955555554
1656912340,325000,5685153,15,31,4,4,28,12,12,4,23,20,4,4,23,6,4,4,25,41,11,0,2022-07-04T08:25:40,2975,49.58875,2974180,49.56966666666666,17856.37713303703,7737.5149594694185
1656912341,345000,5686173,15,25,12,4,29,31,4,4,29,20,4,4,24,6,4,4,24,70,11,0,2022-07-04T08:25:41,2976,49.60574999999999,2975200,49.586666666666666,17863.196374700627,7729.246720707443
1656912342,365000,5687192,15,25,12,4,29,12,12,4,24,20,4,4,23,31,4,4,23,99,11,0,2022-07-04T08:25:42,2977,49.622749999999996,2976219,49.60365,17867.7316389485,7723.751318209688
1656912343,334000,5688162,15,25,12,4,28,31,4,4,26,29,4,4,21,6,4,4,22,127,11,0,2022-07-04T08:25:43,2978,49.6389,2977189,49.619816666666665,17871.664193424942,7718.988552559165
1656912344,354000,5689181,16,2,12,4,27,25,12,4,27,5,4,3,28,31,4,4,27,156,11,0,2022-07-04T08:25:44,2979,49.655899999999995,2978208,49.6368,17875.840441189117,7713.9362685745755
1656912345,373000,5690201,16,2,12,4,26,25,12,4,26,5,4,3,26,31,4,4,26,184,11,0,2022-07-04T08:25:45,2980,49.67288333333333,2979228,49.653800000000004,17880.137631243786,7708.740490390988
1656912348,330000,5693158,14,25,12,4,29,31,4,4,25,29,4,4,18,5,4,3,23,10,11,0,2022-07-04T08:25:48,2983,49.722166666666666,2982185,49.70308333333333,17894.912647913083,7690.903184165232
1656912349,350000,5694178,14,25,12,4,28,20,4,4,25,5,4,3,23,31,4,4,23,38,11,0,2022-07-04T08:25:49,2984,49.73916666666666,2983205,49.720083333333335,17899.907939716268,7684.880317330051
1656912350,321000,5695149,13,12,12,4,26,25,12,4,26,31,4,4,23,6,4,4,22,65,11,0,2022-07-04T08:25:50,2985,49.75535,2984176,49.736266666666666,17904.351221949688,7679.5279739272155
1656912351,341000,5696169,14,25,12,4,26,12,12,4,25,20,4,4,24,6,4,4,23,93,11,0,2022-07-04T08:25:51,2986,49.772349999999996,2985196,49.75326666666667,17909.41555519249,7673.433460076047
1656912352,361000,5697189,15,2,12,4,26,25,12,4,26,13,0,2,25,20,4,4,23,121,11,0,2022-07-04T08:25:52,2987,49.78935,2986216,49.770266666666664,17914.35082589688,7667.496484586264
1656912353,380000,5698208,16,25,12,4,27,12,12,4,26,31,4,4,24,6,4,4,21,149,11,0,2022-07-04T08:25:53,2988,49.806333333333335,2987235,49.78725,17918.93711955083,7661.985397512169
1656912354,350000,5699178,16,2,12,4,27,25,12,4,27,14,4,2,25,31,4,4,23,176,11,0,2022-07-04T08:25:54,2989,49.8225,2988205,49.803416666666664,17923.25148578159,7656.801264431007
1656912355,370000,5700198,16,2,12,4,28,12,12,4,27,25,12,4,26,6,4,4,30,205,11,0,2022-07-04T08:25:55,2990,49.8395,2989225,49.82041666666667,17926.754789665938,7652.595656954371
1656912356,339000,5701167,16,2,12,4,28,12,12,4,27,25,12,4,25,6,4,4,28,233,11,0,2022-07-04T08:25:56,2991,49.85565,2990194,49.83656666666666,17930.75334591258,7647.799266727773
1656912357,358000,5702186,16,2,12,4,29,12,12,4,28,25,12,4,27,6,4,4,29,6,11,0,2022-07-04T08:25:57,2992,49.87263333333333,2991213,49.853550000000006,17935.42884788898,7642.195233730521
1656912358,376000,5703204,16,2,12,4,28,25,12,4,27,20,4,4,25,6,4,4,26,35,11,0,2022-07-04T08:25:58,2993,49.8896,2992231,49.87051666666667,17940.654547478134,7635.937301202219
1656912359,344000,5704172,16,25,12,4,28,12,12,4,26,20,4,4,25,6,4,4,25,63,11,0,2022-07-04T08:25:59,2994,49.90573333333334,2993199,49.88665,17946.322651216877,7629.153107984258
1656912365,355000,5710182,16,25,12,4,29,12,12,4,26,5,4,4,26,6,4,4,27,235,11,0,2022-07-04T08:26:05,3000,50.005916666666664,2999209,49.98681666666666,17972.693903264848,7597.669119833482
1656912366,376000,5711204,15,2,12,4,29,25,12,4,28,5,4,4,26,6,4,4,28,8,11,0,2022-07-04T08:26:06,3001,50.022933333333334,3000231,50.00385000000001,17976.502708156942,7593.134852216747
1656912367,336000,5712163,16,2,12,4,29,25,12,4,27,5,4,4,25,6,4,4,28,32,11,0,2022-07-04T08:26:07,3002,50.03893333333333,3001190,50.01983333333333,17981.4696108663,7587.223522167488
1656912368,358000,5713186,15,2,12,4,28,25,12,4,27,5,4,4,24,6,4,4,28,61,11,0,2022-07-04T08:26:08,3003,50.05596666666667,3002213,50.036883333333336,17987.638629297602,7579.891001855285
1656912369,330000,5714158,16,2,12,4,29,25,12,4,27,5,4,4,23,6,4,4,28,89,11,0,2022-07-04T08:26:09,3004,50.07216666666667,3003185,50.05308333333333,17993.96381917469,7572.377087198515
1656912370,354000,5715181,16,2,12,4,29,25,12,4,27,19,12,2,25,6,4,4,27,118,11,0,2022-07-04T08:26:10,3005,50.08923333333333,3004208,50.07013333333334,18000.319054387503,7564.827879985183
1656912371,377000,5716205,16,2,12,4,28,12,12,4,26,25,12,4,26,6,4,4,27,147,11,0,2022-07-04T08:26:11,3006,50.10628333333333,3005232,50.0872,18002.45056753727,7562.301642178047
1656912372,350000,5717178,15,2,12,4,29,12,12,4,27,25,12,4,27,6,4,4,28,175,11,0,2022-07-04T08:26:12,3007,50.122499999999995,3006205,50.10341666666667,18005.96275743297,7558.139046746106
1656912373,320000,5718147,15,2,12,4,30,25,12,4,28,5,4,4,25,6,4,4,29,203,11,0,2022-07-04T08:26:13,3008,50.13866666666667,3007174,50.119566666666664,18010.461317025663,7552.808799266727
1656912374,340000,5719168,16,2,12,4,29,25,12,4,29,5,4,4,26,6,4,4,29,232,11,0,2022-07-04T08:26:14,3009,50.15566666666667,3008195,50.136583333333334,18015.290429659573,7547.09538109538
1656912375,362000,5720190,16,2,12,4,29,25,12,4,29,5,4,4,26,6,4,4,28,5,11,0,2022-07-04T08:26:15,3010,50.1727,3009217,50.15361666666667,18025.17812985977,7535.403689403688
1656912376,335000,5721163,16,2,12,4,29,25,12,4,28,5,4,4,25,6,4,4,28,33,11,0,2022-07-04T08:26:16,3011,50.188916666666664,3010190,50.16983333333334,18029.19908946957,7530.654264853757
1656912377,358000,5722186,16,2,12,4,28,25,12,4,28,5,4,4,24,6,4,4,27,62,11,0,2022-07-04T08:26:17,3012,50.20596666666667,3011213,50.186883333333334,18032.60851409823,7526.628994884798
1656912378,379000,5723207,17,25,12,4,30,17,4,3,24,5,4,4,24,6,4,4,27,91,11,0,2022-07-04T08:26:18,3013,50.22298333333333,3012234,50.2039,18037.5413432514,7520.81198792583
1656912379,352000,5724180,16,2,12,4,28,25,12,4,26,5,4,4,23,6,4,4,27,119,11,0,2022-07-04T08:26:19,3014,50.2392,3013207,50.22011666666666,18043.23677871658,7514.098749460974
1656912380,375000,5725203,16,2,12,4,28,25,12,4,26,20,4,4,22,6,4,4,26,148,11,0,2022-07-04T08:26:20,3015,50.25625,3014230,50.23716666666667,18048.00431799954,7508.4793767186065
1656912386,360000,5731188,17,2,12,4,28,25,12,4,28,20,4,4,27,6,4,4,21,63,11,0,2022-07-04T08:26:26,3021,50.356,3020215,50.33691666666667,18079.07515523937,7471.990669070088
1656912387,383000,5732211,17,2,12,4,29,25,12,4,28,20,4,4,26,6,4,4,21,92,11,0,2022-07-04T08:26:27,3022,50.37305,3021238,50.353966666666665,18083.706403748274,7466.567066058744
1656912388,356000,5733184,16,2,12,4,29,25,12,4,28,20,4,4,26,6,4,4,22,120,11,0,2022-07-04T08:26:28,3023,50.38926666666667,3022211,50.37018333333333,18089.5020640349,7459.7880224041355
1656912389,380000,5734208,16,2,12,4,29,25,12,4,28,20,4,4,26,6,4,4,22,149,11,0,2022-07-04T08:26:29,3024,50.406333333333336,3023235,50.38725,18097.051396219304,7450.964239551917
1656912390,352000,5735180,16,2,12,4,28,25,12,4,28,20,4,4,25,6,4,4,20,177,11,0,2022-07-04T08:26:30,3025,50.422533333333334,3024207,50.40345,18103.427520751953,7443.512500000001
1656912391,371000,5736199,16,2,12,4,28,12,12,4,28,25,12,4,28,6,4,4,20,206,11,0,2022-07-04T08:26:31,3026,50.43951666666667,3025226,50.420433333333335,18106.026375906808,7440.479761904762
1656912392,340000,5737168,16,12,12,4,31,25,12,4,28,26,4,3,22,6,4,4,22,234,11,0,2022-07-04T08:26:32,3027,50.455666666666666,3026195,50.43658333333334,18109.61176851799,7436.297891842346
1656912393,359000,5738187,16,12,12,4,31,25,12,4,28,5,4,4,22,31,4,4,22,7,11,0,2022-07-04T08:26:33,3028,50.47265,3027214,50.45356666666667,18113.618586732355,7431.627864344638
1656912394,329000,5739157,16,12,12,5,31,20,4,4,28,25,12,4,28,31,4,4,24,34,11,0,2022-07-04T08:26:34,3029,50.48881666666667,3028184,50.46973333333334,18119.324522867493,7424.986609442058
1656912395,350000,5740178,16,20,4,4,27,25,12,4,27,31,4,4,25,6,4,4,19,62,11,0,2022-07-04T08:26:35,3030,50.505833333333335,3029205,50.48675,18126.480321050163,7416.660858369099
1656912396,370000,5741198,16,12,12,4,28,25,12,4,28,28,16,2,25,31,4,4,25,90,11,0,2022-07-04T08:26:36,3031,50.52283333333333,3030225,50.50375,18133.042321644498,7409.030229746069
1656912397,339000,5742167,16,12,12,4,32,25,12,4,28,31,4,4,25,6,4,4,20,117,11,0,2022-07-04T08:26:37,3032,50.538983333333334,3031194,50.5199,18138.08843381575,7403.171704957677
1656912398,360000,5743189,16,12,12,4,31,25,12,4,29,29,4,2,28,31,4,4,26,145,11,0,2022-07-04T08:26:38,3033,50.556000000000004,3032216,50.53693333333333,18143.280352812915,7397.145006638146
1656912399,382000,5744210,16,12,12,4,31,25,12,4,29,31,4,4,26,6,4,4,20,173,11,0,2022-07-04T08:26:39,3034,50.573033333333335,3033237,50.55395,18147.831116776073,7391.868417170675
1656912400,354000,5745182,16,12,12,4,31,25,12,4,28,31,4,4,25,6,4,4,22,200,11,0,2022-07-04T08:26:40,3035,50.58923333333333,3034209,50.57015,18151.857027561957,7387.20550747443
1656912401,375000,5746204,16,12,12,4,31,25,12,4,28,31,4,4,25,5,4,4,20,228,11,0,2022-07-04T08:26:41,3036,50.60625,3035231,50.587183333333336,18155.515543008136,7382.969569202566
1656912402,346000,5747174,16,12,12,5,31,25,12,4,28,31,4,4,24,5,4,4,20,255,11,0,2022-07-04T08:26:42,3037,50.62243333333333,3036201,50.60335,18160.30479537354,7377.428828019759
1656912403,366000,5748194,16,12,12,4,29,25,12,4,27,20,4,4,23,31,4,4,22,27,11,0,2022-07-04T08:26:43,3038,50.639433333333336,3037221,50.62035,18167.354882572265,7369.276752767528
1656912404,337000,5749165,15,12,12,4,29,25,12,4,27,20,4,4,22,5,4,4,23,55,11,0,2022-07-04T08:26:44,3039,50.65561666666667,3038192,50.63653333333333,18172.526670886826,7363.30504305043
1656912405,358000,5750186,16,12,12,4,29,25,12,4,26,5,4,4,24,31,4,4,22,84,11,0,2022-07-04T08:26:45,3040,50.67263333333334,3039213,50.65355,18177.88731751825,7357.1167883211665
1656912406,379000,5751207,16,12,12,4,29,25,12,4,26,5,4,4,25,31,4,4,23,113,11,0,2022-07-04T08:26:46,3041,50.68965,3040234,50.670566666666666,18182.826171478988,7351.423864557989
1656912412,346000,5757174,16,25,12,4,27,31,4,4,27,5,4,4,20,6,4,4,18,28,11,0,2022-07-04T08:26:52,3047,50.7891,3046201,50.77001666666667,18212.50383443391,7317.297277170118
1656912413,365000,5758193,16,25,12,4,28,31,4,4,27,5,4,4,21,6,4,4,18,57,11,0,2022-07-04T08:26:53,3048,50.806083333333326,3047220,50.787,18218.74177027839,7310.145322245323
1656912414,383000,5759212,16,25,12,4,27,31,4,4,27,5,4,4,21,6,4,4,18,86,11,0,2022-07-04T08:26:54,3049,50.823049999999995,3048239,50.803983333333335,18225.205751161317,7302.737837837838
1656912415,340000,5760168,16,25,12,4,28,31,4,4,26,5,4,4,21,6,4,4,17,110,11,0,2022-07-04T08:26:55,3050,50.839000000000006,3049195,50.81991666666667,18227.24757364122,7300.398752339363
1656912416,359000,5761187,16,25,12,4,28,29,4,3,27,31,4,4,26,6,4,4,18,139,11,0,2022-07-04T08:26:56,3051,50.855983333333334,3050214,50.8369,18229.430815690845,7297.899513776337
1656912417,377000,5762206,16,25,12,4,28,31,4,4,26,5,4,4,20,6,4,4,18,168,11,0,2022-07-04T08:26:57,3052,50.872949999999996,3051233,50.853883333333336,18233.15188903529,7293.643263061411
1656912418,345000,5763173,16,25,12,4,28,4,4,3,28,31,4,3,27,6,4,4,19,196,11,0,2022-07-04T08:26:58,3053,50.88908333333333,3052200,50.87,18238.584619901463,7287.432447296061
1656912419,363000,5764191,16,25,12,4,28,20,4,4,21,5,4,4,21,6,4,4,19,225,11,0,2022-07-04T08:26:59,3054,50.90605,3053218,50.886966666666666,18245.60926903258,7279.415425531916
1656912420,330000,5765159,16,25,12,4,28,20,4,4,20,5,4,4,21,6,4,4,19,253,11,0,2022-07-04T08:27:00,3055,50.92216666666666,3054186,50.9031,18252.376778836657,7271.693233389424
1656912421,348000,5766177,16,25,12,4,28,20,4,4,20,5,4,4,20,6,4,4,18,26,11,0,2022-07-04T08:27:01,3056,50.93913333333333,3055204,50.92006666666667,18259.669475298462,7263.387690581815
1656912422,366000,5767194,16,25,12,4,27,20,4,4,19,5,4,4,19,6,4,4,17,55,11,0,2022-07-04T08:27:02,3057,50.9561,3056221,50.937016666666665,18266.404323042112,7255.717748005419
1656912423,334000,5768162,16,25,12,4,27,20,4,4,20,5,4,4,18,6,4,4,18,83,11,0,2022-07-04T08:27:03,3058,50.97223333333333,3057189,50.95315,18268.538853751128,7253.289126398716
1656912424,352000,5769180,16,25,12,4,27,20,4,4,21,5,4,4,19,6,4,4,17,112,11,0,2022-07-04T08:27:04,3059,50.9892,3058207,50.97011666666666,18270.891632533225,7250.612832263979
1656912425,369000,5770198,16,25,12,4,28,20,4,4,22,5,4,4,19,6,4,4,17,141,11,0,2022-07-04T08:27:05,3060,51.006150000000005,3059225,50.98708333333333,18274.270094791667,7246.775288888887
1656912426,337000,5771166,16,25,12,4,29,29,4,3,28,5,4,4,20,6,4,4,18,169,11,0,2022-07-04T08:27:06,3061,51.022283333333334,3060193,51.00321666666667,18280.330178125,7239.891733333333
1656912427,355000,5772183,16,25,12,4,29,29,4,3,28,5,4,4,21,6,4,4,19,198,11,0,2022-07-04T08:27:07,3062,51.03925,3061210,51.02016666666667,18289.010989282164,7230.049535396749
1656912428,373000,5773201,16,25,12,4,28,29,4,3,27,5,4,4,21,6,4,4,19,227,11,0,2022-07-04T08:27:08,3063,51.056216666666664,3062228,51.03713333333334,18295.405144244658,7222.8021374927785
1656912433,363000,5778191,16,25,12,4,28,4,4,3,26,29,4,4,26,31,4,3,24,114,11,0,2022-07-04T08:27:13,3068,51.13938333333333,3067218,51.1203,18316.37975092761,7199.087281305288
1656912434,331000,5779160,16,25,12,4,28,4,4,3,25,29,4,4,25,31,4,3,25,142,11,0,2022-07-04T08:27:14,3069,51.15551666666667,3068187,51.136449999999996,18321.710019477545,7193.074060494958
1656912435,350000,5780179,16,25,12,4,28,4,4,3,26,29,4,4,24,20,4,4,21,171,11,0,2022-07-04T08:27:15,3070,51.1725,3069206,51.15343333333333,18327.51017021368,7186.536021998167
1656912436,369000,5781198,16,25,12,4,28,4,4,3,26,29,4,4,25,20,4,4,21,200,11,0,2022-07-04T08:27:16,3071,51.189483333333335,3070225,51.17041666666667,18334.226523269852,7178.977339055793
1656912437,338000,5782167,16,25,12,4,28,4,4,4,25,29,4,4,25,6,4,4,19,228,11,0,2022-07-04T08:27:17,3072,51.20563333333334,3071194,51.186566666666664,18340.88060052307,7171.491502145922
1656912438,357000,5783186,16,25,12,4,29,4,4,4,26,31,4,3,26,11,4,2,20,1,11,0,2022-07-04T08:27:18,3073,51.22261666666667,3072213,51.20355,18345.908122964844,7165.836788942052
1656912439,376000,5784205,16,25,12,4,28,4,4,4,26,31,4,3,26,6,4,3,18,30,11,0,2022-07-04T08:27:19,3074,51.2396,3073232,51.220533333333336,18348.318412122873,7163.12812333865
1656912440,345000,5785173,16,25,12,4,28,31,4,3,27,29,4,4,25,20,4,4,17,58,11,0,2022-07-04T08:27:20,3075,51.25575,3074200,51.236666666666665,18352.47665057464,7158.461338531515
1656912441,363000,5786192,16,25,12,4,28,31,4,3,28,5,4,4,21,6,4,4,18,87,11,0,2022-07-04T08:27:21,3076,51.27271666666666,3075219,51.25365,18358.329908680556,7151.895111111111
1656912442,332000,5787161,16,31,4,4,29,29,4,4,26,5,4,4,23,6,4,4,20,115,11,0,2022-07-04T08:27:22,3077,51.288866666666664,3076188,51.269800000000004,18362.172262847223,7147.588444444445
1656912443,351000,5788179,16,25,12,4,29,31,4,4,29,5,4,4,24,6,4,4,19,144,11,0,2022-07-04T08:27:23,3078,51.30585,3077206,51.28676666666667,18366.54504406402,7142.689141004862
1656912444,370000,5789198,16,25,12,4,29,31,4,4,29,5,4,4,24,6,4,4,19,173,11,0,2022-07-04T08:27:24,3079,51.32283333333333,3078225,51.30375,18372.149821165476,7136.417121588091
1656912445,339000,5790168,16,31,4,4,28,29,4,4,25,5,4,4,22,6,4,4,19,201,11,0,2022-07-04T08:27:25,3080,51.33898333333333,3079195,51.31991666666667,18378.039479656665,7129.829371271225
1656912446,360000,5791188,16,25,12,3,28,31,4,4,28,5,4,4,21,6,4,4,19,230,11,0,2022-07-04T08:27:26,3081,51.356,3080215,51.33691666666667,18383.492937198833,7123.738044974758
1656912447,330000,5792158,15,25,12,3,28,31,4,4,28,29,4,4,23,20,4,3,18,1,11,0,2022-07-04T08:27:27,3082,51.372166666666665,3081185,51.35308333333333,18388.673988928407,7117.950986691143
1656912448,350000,5793179,15,31,4,4,28,4,4,4,23,29,4,4,22,20,4,4,18,29,11,0,2022-07-04T08:27:28,3083,51.38916666666667,3082206,51.3701,18392.98794800947,7113.138828355339
